,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,split
6821, X1,2016,21892,Semi-Auto,18307,Petrol,165,44.8,2.0,0.8206996174404223
6822, 3 Series,2015,15482,Semi-Auto,22288,Diesel,125,58.9,2.0,0.17106022214030955
6823, 2 Series,2017,14943,Automatic,15110,Petrol,145,55.4,1.5,0.011408012887399689
6824, X1,2016,18101,Semi-Auto,33049,Diesel,125,57.6,2.0,-1.4243463979752329
6826, 1 Series,2017,16395,Semi-Auto,23400,Petrol,145,54.3,1.5,-1.2308415705079427
6827, 4 Series,2019,25995,Semi-Auto,7389,Petrol,145,48.7,2.0,-0.23339750388794625
6829, 4 Series,2020,32995,Semi-Auto,10,Diesel,145,50.4,3.0,0.1660522104233385
6830, 3 Series,2019,23295,Semi-Auto,4050,Petrol,145,47.9,2.0,-1.3002139007337208
6831, 1 Series,2019,26795,Semi-Auto,3788,Diesel,145,51.4,2.0,-0.13132556755722447
6832, 3 Series,2017,15295,Manual,41208,Diesel,30,67.3,2.0,-0.1844504142937816
6833, 5 Series,2018,25595,Semi-Auto,11646,Diesel,145,49.6,2.0,1.389338312295443
6836, X3,2013,16995,Semi-Auto,50567,Diesel,165,50.4,2.0,0.897912763321729
6837, 4 Series,2016,17994,Semi-Auto,21991,Petrol,150,48.7,2.0,-2.5530930317864744
6839, 2 Series,2018,20995,Semi-Auto,18000,Diesel,150,60.1,2.0,-0.5395045504311605
6841, 2 Series,2017,22994,Semi-Auto,25219,Petrol,235,38.2,3.0,0.4931465783483744
6843, 1 Series,2020,27495,Semi-Auto,6000,Diesel,145,48.7,2.0,1.7934531959921036
6846, X1,2018,20995,Semi-Auto,8550,Diesel,145,60.1,2.0,0.17271415786807215
6847, 1 Series,2017,20995,Semi-Auto,24650,Petrol,200,39.8,3.0,-0.07024271224939585
6848, X4,2017,26995,Semi-Auto,25350,Diesel,200,47.9,3.0,-0.5546156396167226
6850, 2 Series,2016,20295,Semi-Auto,28271,Petrol,260,37.2,3.0,0.2644238563030552
6851, 1 Series,2019,24795,Semi-Auto,11318,Petrol,145,39.8,3.0,0.29178830065483735
6852, 2 Series,2018,20595,Semi-Auto,5500,Petrol,145,38.2,2.0,0.40896828776111765
6853, 2 Series,2020,24995,Semi-Auto,2200,Petrol,145,50.4,2.0,0.6026931871392077
6855, 3 Series,2019,30543,Semi-Auto,6294,Diesel,145,52.3,2.0,-1.7485560766791262
6856, 7 Series,2017,35495,Semi-Auto,14550,Petrol,145,35.3,4.4,0.8636126736529618
6857, 6 Series,2016,25243,Semi-Auto,21050,Diesel,160,51.4,3.0,-0.8374686389700846
6860, X2,2020,38970,Semi-Auto,600,Diesel,145,58.9,2.0,0.6832257027222779
6861, X3,2018,36995,Semi-Auto,9210,Petrol,145,34.5,3.0,-1.0491888206655025
6862, X3,2019,43863,Semi-Auto,4824,Petrol,145,34.5,3.0,-0.19215080399196421
6864, X1,2016,20295,Semi-Auto,20800,Petrol,160,44.8,2.0,-0.40250280427064355
6866, 4 Series,2020,42520,Semi-Auto,102,Diesel,145,65.7,2.0,2.204968699743103
6867, X1,2020,37320,Semi-Auto,102,Petrol,145,39.8,2.0,0.28382304436880507
6869, X5,2020,64995,Semi-Auto,102,Diesel,145,37.7,3.0,0.18670551627869536
6870, 3 Series,2019,26989,Semi-Auto,4026,Diesel,145,53.3,3.0,2.0197862352532527
6873, 3 Series,2016,13990,Semi-Auto,68800,Diesel,30,64.2,2.0,1.535471252253221
6874, i3,2016,15990,Automatic,68000,Hybrid,0,470.8,0.0,1.1910364977871053
6875, 1 Series,2015,11599,Manual,14714,Diesel,20,72.4,1.5,0.7773464969972494
6877, X1,2016,17600,Semi-Auto,26382,Diesel,145,55.4,2.0,1.1055855163779356
6878, 3 Series,2017,19460,Automatic,11076,Diesel,145,56.5,3.0,-0.3824476291595461
6879, 1 Series,2014,11200,Manual,45400,Diesel,30,64.2,2.0,1.5892483876433
6883, M4,2017,36595,Semi-Auto,10950,Petrol,145,34.0,3.0,0.48265901714978393
6885, 2 Series,2019,21895,Semi-Auto,5536,Diesel,145,68.9,2.0,0.5661223345334881
6887, 5 Series,2019,34995,Semi-Auto,102,Petrol,145,50.4,2.0,1.3790496485302193
6888, 4 Series,2019,25589,Automatic,4300,Petrol,145,48.7,2.0,0.5939527272411169
6889, 1 Series,2019,18369,Manual,4410,Diesel,145,65.7,2.0,-0.20807438547646648
6890, X2,2019,27989,Semi-Auto,8942,Diesel,145,58.9,2.0,0.7035810781234714
6891, 3 Series,2019,22869,Semi-Auto,11824,Diesel,145,54.3,2.0,0.2804635322062811
6892, 3 Series,2019,26589,Semi-Auto,9988,Diesel,145,52.3,2.0,-0.9717975794303737
6893, 1 Series,2016,14589,Automatic,45000,Diesel,30,65.7,2.0,0.25656052485297964
6894, X2,2020,38989,Semi-Auto,6000,Petrol,145,34.0,2.0,0.10854124467595427
6896, 1 Series,2020,25993,Semi-Auto,906,Petrol,145,40.4,1.5,1.0014193247637113
6897, 2 Series,2018,23024,Semi-Auto,9579,Diesel,145,64.2,2.0,0.1116317951782559
6898, X1,2017,19229,Semi-Auto,29866,Diesel,145,55.4,2.0,-0.31754175002296753
6900, 3 Series,2019,32398,Semi-Auto,2150,Petrol,145,42.2,2.0,-0.326931156044613
6901, 4 Series,2019,29641,Semi-Auto,6650,Petrol,145,48.7,2.0,0.20042804682898935
6904, M2,2019,40995,Semi-Auto,3500,Petrol,145,29.1,3.0,0.8922602335525295
6905, 1 Series,2019,19689,Manual,1581,Diesel,145,70.6,1.5,0.7744484929017337
6907, Z4,2019,30969,Automatic,5500,Petrol,145,38.7,2.0,-1.3816191401630402
6908, Z4,2019,32989,Semi-Auto,6000,Petrol,145,38.7,2.0,-0.42061530096873817
6909, X2,2019,30789,Semi-Auto,3795,Diesel,145,58.9,2.0,-0.16749846117043293
6910, 1 Series,2017,17985,Automatic,24229,Diesel,125,60.1,2.0,-0.5071824033581234
6912, X2,2018,25969,Semi-Auto,12271,Diesel,145,61.4,2.0,-0.4469476612383416
6913, 3 Series,2020,34989,Semi-Auto,100,Diesel,145,50.4,2.0,-0.27640255968058636
6914, X4,2019,39450,Semi-Auto,7310,Diesel,145,40.9,3.0,2.8093817095411735
6915, 3 Series,2019,34989,Semi-Auto,6000,Diesel,145,49.6,2.0,-0.4459976378222438
6916, 4 Series,2016,18669,Semi-Auto,16622,Petrol,160,44.8,2.0,0.019106265501102074
6918, X2,2019,27669,Semi-Auto,13440,Diesel,145,58.9,2.0,-0.46377119355210505
6919, 5 Series,2019,27489,Automatic,6499,Hybrid,135,156.9,2.0,-0.44731790368161
6920, 4 Series,2019,25285,Semi-Auto,9212,Petrol,145,45.6,2.0,0.06752404876816108
6923, X5,2019,44850,Semi-Auto,9341,Diesel,145,37.7,3.0,1.0283914245099384
6924, X5,2019,44850,Automatic,12000,Diesel,145,37.7,3.0,-1.23817883834834
6925, 5 Series,2019,30290,Automatic,5800,Hybrid,145,49.6,2.0,-0.5774065547726097
6926, 1 Series,2019,24850,Manual,3602,Petrol,145,41.5,1.5,1.0776099099520697
6927, 1 Series,2019,30700,Automatic,7381,Petrol,145,34.5,2.0,-0.7335627455002719
6929, Z4,2020,32995,Semi-Auto,102,Petrol,145,38.7,2.0,0.5500320492916856
6930, X5,2019,47975,Semi-Auto,6413,Diesel,145,37.7,3.0,-1.3716317283610016
6931, X3,2019,54595,Semi-Auto,1604,Petrol,145,24.8,3.0,0.6476482093780804
6932, 3 Series,2020,37995,Semi-Auto,102,Petrol,145,40.4,2.0,0.6858735122222314
6933, X4,2019,47541,Automatic,7555,Diesel,145,40.9,3.0,-0.4975564022340059
6934, X3,2019,40661,Automatic,3755,Diesel,145,54.3,2.0,-1.4332155465607204
6935, 2 Series,2019,29991,Automatic,1893,Petrol,145,47.9,2.0,0.44184969123858575
6936, 1 Series,2019,23771,Manual,3559,Petrol,145,44.1,1.5,-0.050977550778330154
6938, 3 Series,2017,18489,Automatic,18374,Diesel,145,64.2,2.0,-0.6708879087177312
6939, 2 Series,2020,26989,Semi-Auto,3000,Petrol,145,47.9,2.0,-0.5039641314475695
6940, 7 Series,2020,55489,Semi-Auto,10300,Diesel,145,41.5,3.0,-1.2513940093379152
6941, X6,2020,59989,Semi-Auto,3000,Diesel,145,34.9,3.0,0.29022117049431473
6942, 1 Series,2017,18642,Semi-Auto,28120,Diesel,125,60.1,2.0,0.14723170590580184
6943, X5,2019,48190,Automatic,7580,Diesel,145,37.7,3.0,1.2523762685338975
6944, 2 Series,2019,18580,Manual,6556,Petrol,145,40.9,1.5,0.8216486215478445
6945, 3 Series,2019,31380,Automatic,7307,Diesel,145,49.6,2.0,-0.23301768315077329
6946, Z4,2019,29941,Semi-Auto,5465,Petrol,145,38.7,2.0,1.6679097033908574
6948, 1 Series,2019,23770,Automatic,7287,Petrol,145,42.8,1.5,0.365280493203084
6950, 4 Series,2019,25160,Semi-Auto,7208,Diesel,145,65.7,2.0,0.6349355270894059
6952, 5 Series,2020,41995,Semi-Auto,100,Diesel,145,60.1,2.0,-0.40710789329223773
6953, 3 Series,2018,19895,Semi-Auto,13909,Diesel,145,60.1,2.0,1.7740241539156496
6954, X3,2018,36451,Semi-Auto,10300,Diesel,145,48.7,3.0,-1.2915897465950208
6955, 2 Series,2020,33065,Semi-Auto,102,Diesel,145,49.6,2.0,-1.3750138359663642
6956, 3 Series,2020,42430,Semi-Auto,102,Diesel,145,50.4,2.0,2.0512329854498947
6957, 1 Series,2018,17495,Semi-Auto,7700,Petrol,145,36.7,1.5,0.3904702563410444
6958, X4,2020,60995,Semi-Auto,100,Petrol,145,24.8,3.0,-0.7406371884833994
6964, 2 Series,2019,28993,Semi-Auto,2236,Diesel,145,47.1,2.0,0.853419856717696
6965, X3,2020,52991,Semi-Auto,4360,Hybrid,135,5.5,2.0,-0.9988967268224538
6968, 2 Series,2019,19520,Automatic,2048,Diesel,145,51.4,2.0,0.46267862033248985
6974, 7 Series,2019,55156,Automatic,4330,Diesel,145,41.5,3.0,0.5764552442710997
6975, X3,2016,22981,Semi-Auto,33421,Diesel,150,54.3,2.0,-1.3218964996850568
6977, 6 Series,2016,26976,Automatic,17264,Petrol,325,32.1,4.4,0.2917355094519761
6978, 3 Series,2015,22072,Semi-Auto,27536,Petrol,200,41.5,3.0,-0.0451909683471296
6980, X5,2019,43956,Semi-Auto,10175,Diesel,145,37.7,3.0,0.6434527263245191
6982, 3 Series,2019,38000,Automatic,7900,Petrol,145,34.9,3.0,-0.605876206625641
6985, X5,2019,69995,Semi-Auto,1606,Hybrid,135,188.3,3.0,0.17630576776686213
6986, 1 Series,2019,16695,Semi-Auto,5100,Diesel,145,72.4,1.5,0.7220812748595334
6987, 2 Series,2019,21995,Semi-Auto,6100,Diesel,145,62.8,2.0,0.8778057378557718
6988, 1 Series,2020,24995,Semi-Auto,102,Petrol,145,40.4,1.5,0.32340566860160436
6991, X1,2013,8595,Manual,72834,Diesel,160,51.4,2.0,-2.073904623827805
6994, 3 Series,2017,20991,Semi-Auto,26321,Diesel,150,56.5,3.0,0.16428187880416786
6995, 5 Series,2015,16082,Semi-Auto,43836,Diesel,30,62.8,2.0,1.0129823071084745
6996, 3 Series,2015,15981,Semi-Auto,33836,Diesel,125,60.1,2.0,0.23636063594315498
6998, X5,2019,45840,Automatic,10923,Diesel,145,37.7,3.0,1.0601946330654464
6999, 4 Series,2019,25866,Automatic,4767,Petrol,145,48.7,2.0,1.2437617726135106
7000, X1,2019,27006,Automatic,3195,Diesel,145,60.1,2.0,-0.0007540180881456276
7001, 3 Series,2019,33475,Semi-Auto,8576,Diesel,145,49.6,2.0,-0.3588142554470354
7002, 2 Series,2018,21991,Automatic,4828,Hybrid,135,113.0,1.5,0.6164857315135597
7003, 3 Series,2017,18908,Semi-Auto,34134,Diesel,145,53.3,3.0,0.24752201507235475
7004, 2 Series,2019,20000,Semi-Auto,10539,Petrol,145,47.9,2.0,1.1365656869266076
7005, 2 Series,2019,26481,Manual,2033,Petrol,145,52.3,1.5,-0.6040829591893778
7006, 2 Series,2018,23702,Semi-Auto,25029,Petrol,145,39.8,3.0,-0.663465184291207
7009, 1 Series,2019,32541,Automatic,4260,Diesel,145,48.7,2.0,1.4646215057802905
7010, X6,2019,59991,Automatic,4509,Diesel,145,34.9,3.0,-0.6622686374868909
7011, X2,2019,33551,Automatic,4501,Petrol,145,39.2,2.0,0.3122963964308772
7012, M5,2019,73990,Automatic,1501,Petrol,145,24.1,4.4,-0.45292816062922026
7013, X1,2019,34791,Semi-Auto,3796,Diesel,145,36.7,2.0,0.9773347765508288
7015, 2 Series,2020,23789,Semi-Auto,1500,Petrol,150,50.4,1.5,-0.026668723806516633
7016, 1 Series,2014,14869,Semi-Auto,35093,Diesel,125,60.1,2.0,0.5041220495624529
7018, 1 Series,2019,22949,Manual,1300,Petrol,145,44.1,1.5,-0.19633791553191654
7020, X1,2020,29476,Semi-Auto,100,Diesel,145,36.7,2.0,0.44686465520826174
7021, X3,2019,54783,Semi-Auto,7536,Petrol,145,24.8,3.0,-0.8342152709572273
7022, 2 Series,2019,22395,Semi-Auto,2504,Diesel,145,68.9,2.0,-1.2858446644345183
7023, M4,2020,56995,Semi-Auto,1200,Petrol,145,32.5,3.0,0.009343390827008528
7025, 1 Series,2019,17847,Manual,3731,Petrol,145,53.3,1.5,0.49693547855369535
7026, 2 Series,2019,20657,Semi-Auto,4560,Petrol,145,50.4,1.5,-0.2088402954139243
7027, X5,2015,44814,Semi-Auto,22103,Petrol,570,25.4,4.4,0.4540736471420391
7030, 3 Series,2016,20878,Semi-Auto,25145,Diesel,160,51.4,3.0,-0.3515559458445489
7031, 7 Series,2019,53000,Semi-Auto,3000,Diesel,145,41.5,3.0,-0.7237247097024494
7032, 4 Series,2017,21459,Semi-Auto,23039,Diesel,145,55.4,3.0,1.6509358203044804
7033, 1 Series,2019,15495,Manual,2282,Petrol,145,53.3,1.5,0.5564252071825792
7034, 2 Series,2019,22995,Manual,1000,Petrol,145,42.8,1.5,-0.14542265603455318
7035, 5 Series,2019,28395,Semi-Auto,1792,Diesel,145,62.8,2.0,-0.7924911654170465
7037, 4 Series,2019,30150,Semi-Auto,7701,Petrol,145,48.7,2.0,1.7156406373477204
7040, 2 Series,2018,20642,Semi-Auto,6614,Petrol,145,36.2,2.0,-0.7318595358637852
7041, 1 Series,2017,15391,Semi-Auto,25131,Petrol,145,55.5,1.5,0.07398758172282788
7044, X7,2019,69995,Semi-Auto,5283,Diesel,145,33.6,3.0,0.0982480517865614
7047, i3,2017,19948,Automatic,20929,Hybrid,135,470.8,0.0,-0.7560888151620805
7051, X4,2016,26995,Semi-Auto,13005,Diesel,145,54.3,2.0,-0.6625885966446285
7052, X3,2016,21948,Semi-Auto,35621,Diesel,145,54.3,2.0,-0.5036878794605825
7053, 1 Series,2019,22995,Manual,1000,Petrol,145,44.1,1.5,-0.9989255731445019
7054, 3 Series,2017,15916,Manual,24669,Petrol,145,48.7,2.0,-0.972024594918536
7056, 5 Series,2017,24908,Semi-Auto,8605,Diesel,145,65.7,2.0,2.274945678062252
7059, 3 Series,2020,41755,Semi-Auto,1881,Petrol,150,34.9,3.0,0.747529428332107
7060, 3 Series,2020,32837,Semi-Auto,1370,Diesel,150,52.3,2.0,0.22365700148198123
7061, M5,2018,59973,Semi-Auto,10455,Petrol,150,26.9,4.4,1.8958186676140456
7062, 8 Series,2019,59694,Semi-Auto,2881,Petrol,150,31.7,3.0,-0.7315602419129156
7063, 2 Series,2019,29995,Semi-Auto,1089,Petrol,150,38.2,3.0,-0.117723625763184
7064, M3,2015,34269,Semi-Auto,37249,Petrol,300,34.0,3.0,-0.4242246808679105
7065, 3 Series,2018,22978,Semi-Auto,8702,Petrol,145,46.3,2.0,0.7041333452116624
7066, 1 Series,2017,21832,Semi-Auto,23114,Petrol,200,39.8,3.0,0.5607284764999677
7067, 2 Series,2019,29995,Semi-Auto,460,Petrol,150,38.2,3.0,-1.0323468186839377
7068, 4 Series,2019,31995,Semi-Auto,1297,Diesel,145,58.9,2.0,-0.4795116321456591
7069, 4 Series,2019,31495,Semi-Auto,1133,Diesel,145,65.7,2.0,-0.3451972074352202
7070, X1,2018,25457,Semi-Auto,9421,Diesel,145,60.1,2.0,0.4384412777715634
7072, 5 Series,2017,22993,Semi-Auto,23310,Diesel,160,51.4,2.0,0.4009140983922896
7073, X5,2016,31929,Automatic,25701,Diesel,200,47.1,3.0,1.1492304578454926
7075, 3 Series,2017,18858,Semi-Auto,29190,Diesel,145,62.8,2.0,-0.9109076340656062
7077, 2 Series,2017,19995,Semi-Auto,16266,Petrol,145,43.5,2.0,0.01906746978348118
7079, X6,2019,55995,Semi-Auto,1500,Diesel,145,34.9,3.0,0.6357338007279802
7080, 1 Series,2019,18395,Semi-Auto,1060,Diesel,145,70.6,2.0,0.6508935123793816
7082, M4,2017,36820,Semi-Auto,27806,Petrol,145,34.0,3.0,-0.37031785334003015
7083, 2 Series,2016,17869,Semi-Auto,39955,Petrol,205,43.5,2.0,-1.5641948221362862
7084, i3,2017,22495,Automatic,21025,Hybrid,0,470.8,0.0,-0.055612738387048465
7085, 3 Series,2020,71990,Semi-Auto,150,Diesel,150,47.1,3.0,1.8705377531260232
7087, 3 Series,2017,23843,Semi-Auto,19888,Diesel,145,51.4,3.0,0.10654330511021672
7091, 1 Series,2014,12995,Automatic,37390,Diesel,30,64.2,2.0,0.399336535930403
7092, 3 Series,2017,21495,Semi-Auto,47518,Diesel,160,51.4,3.0,-1.2465461342991315
7093, 3 Series,2018,24995,Semi-Auto,11350,Diesel,145,56.5,3.0,0.07288462943817624
7094, X6,2020,55995,Semi-Auto,5000,Diesel,145,34.9,3.0,0.8050451832452376
7096, 2 Series,2020,29995,Semi-Auto,1000,Petrol,145,47.9,2.0,0.8362731360387896
7097, Z4,2020,34995,Semi-Auto,1000,Petrol,145,38.7,2.0,0.9819794353535499
7101, 3 Series,2017,20990,Semi-Auto,18309,Diesel,145,56.5,3.0,-0.8869666637890966
7102, 3 Series,2019,41995,Automatic,3000,Diesel,145,43.5,3.0,0.28876976613636013
7103, 1 Series,2019,23450,Semi-Auto,5500,Petrol,145,42.8,1.5,-1.4748179463114477
7105, 3 Series,2016,17995,Semi-Auto,56327,Diesel,145,53.3,3.0,0.40881860235891376
7106, X5,2019,56995,Semi-Auto,3677,Diesel,145,33.6,3.0,0.5996276246528944
7107, X4,2019,38997,Semi-Auto,10,Diesel,145,40.9,3.0,0.26910120560683415
7108, 5 Series,2019,31990,Semi-Auto,14585,Hybrid,135,156.9,2.0,0.18031557524599287
7110, 2 Series,2019,22995,Semi-Auto,1000,Petrol,145,40.9,1.5,-0.8676381562546589
7111, 1 Series,2019,27995,Semi-Auto,101,Diesel,145,51.4,2.0,0.8581149051072877
7113, 4 Series,2016,17995,Semi-Auto,24709,Diesel,30,65.7,2.0,-0.29499337871548986
7115, 4 Series,2014,16995,Semi-Auto,25276,Diesel,145,56.5,2.0,1.8007529617136715
7117, 4 Series,2018,22995,Semi-Auto,7450,Diesel,145,55.4,3.0,-0.8763742153738653
7118, 4 Series,2015,21149,Semi-Auto,29627,Diesel,160,49.6,3.0,1.3083653657248806
7120, 1 Series,2019,18995,Semi-Auto,5955,Diesel,145,70.6,2.0,-1.1631480761312583
7121, 5 Series,2019,27995,Semi-Auto,15808,Petrol,145,48.7,2.0,0.7309607248488033
7123, 4 Series,2019,25995,Semi-Auto,1000,Diesel,145,60.1,2.0,-0.27329904055555443
7124, 1 Series,2019,24495,Manual,1000,Petrol,145,41.5,1.5,0.9910173681881528
7125, 5 Series,2019,30995,Automatic,4000,Diesel,145,60.1,2.0,1.2985868794003406
7127, 1 Series,2020,36995,Semi-Auto,3000,Petrol,150,34.5,2.0,-0.7599636867233641
7130, 1 Series,2015,11995,Manual,30241,Diesel,20,72.4,1.5,2.452265225898228
7131, 3 Series,2016,13995,Manual,34328,Diesel,125,61.4,2.0,-2.2727333987380627
7133, 1 Series,2018,17995,Manual,13132,Petrol,150,52.3,1.5,0.458384706208826
7134, 3 Series,2019,24995,Semi-Auto,7130,Petrol,150,47.9,2.0,2.203010767041028
7135, 4 Series,2019,23895,Semi-Auto,5630,Diesel,145,65.7,2.0,-1.5296221874808633
7136, 5 Series,2019,36995,Semi-Auto,6142,Petrol,145,39.2,3.0,-0.38478871434236267
7137, M4,2019,46995,Semi-Auto,5239,Petrol,145,34.0,3.0,-1.1544528558990892
7144, 2 Series,2019,22475,Semi-Auto,5558,Petrol,150,50.4,2.0,0.3317466513103592
7148, 5 Series,2019,26875,Semi-Auto,11794,Diesel,150,62.8,2.0,0.2020741536223935
7150, 1 Series,2019,20875,Manual,5599,Petrol,145,44.1,1.5,1.6012653252769322
7151, 2 Series,2019,19875,Semi-Auto,17303,Diesel,145,51.4,2.0,0.6572075397837748
7152, 4 Series,2018,20995,Automatic,3500,Diesel,145,55.4,3.0,0.1210461050450238
7153, 1 Series,2014,13990,Manual,33580,Petrol,200,42.8,2.0,-0.9578605294416785
7154, X2,2019,29995,Semi-Auto,2315,Diesel,145,58.9,2.0,0.7085233983215199
7155, 4 Series,2019,24990,Semi-Auto,1777,Diesel,145,58.9,2.0,-0.463497170357645
7156, 2 Series,2016,14995,Automatic,35004,Diesel,30,64.2,2.0,0.7833011882913242
7157, X1,2016,17995,Manual,31345,Diesel,125,60.1,2.0,-0.5646229505741917
7159, X3,2016,21995,Automatic,41277,Diesel,145,54.3,2.0,-0.4360225850012998
7161, 3 Series,2017,17995,Semi-Auto,27823,Petrol,150,44.1,2.0,-1.0235569021844022
7163, 2 Series,2015,15995,Manual,19361,Diesel,30,64.2,2.0,0.763777438351296
7165, X3,2020,35875,Semi-Auto,2000,Diesel,145,54.3,2.0,-0.42427352141694935
7167, 2 Series,2019,22875,Semi-Auto,2144,Petrol,145,50.4,1.5,-0.13800812514317523
7168, 4 Series,2018,26875,Semi-Auto,6488,Diesel,145,51.4,3.0,-2.074162242142546
7171, 3 Series,2018,21875,Semi-Auto,15769,Petrol,145,48.7,2.0,-1.621913936480849
7173, 1 Series,2017,14995,Semi-Auto,28921,Petrol,30,55.5,1.5,-1.0500535916320883
7174, 2 Series,2015,13000,Manual,24600,Petrol,145,47.9,2.0,0.6477931147138903
7176, 1 Series,2017,20495,Semi-Auto,27866,Petrol,145,39.8,3.0,1.0276097270169433
7177, 1 Series,2019,17995,Manual,4658,Diesel,145,68.9,2.0,-0.9389458968064969
7178, X2,2018,21995,Semi-Auto,13056,Diesel,145,61.4,2.0,-1.661352749462335
7179, 3 Series,2020,37875,Semi-Auto,2000,Diesel,145,47.9,3.0,-0.7420477212027502
7180, 2 Series,2019,20875,Manual,5907,Petrol,145,42.2,1.5,0.23016716835455103
7182, 1 Series,2019,20875,Manual,2832,Petrol,145,44.1,1.5,-0.4199126794163461
7184, 1 Series,2019,20875,Manual,8464,Petrol,145,44.1,1.5,-2.005302048591748
7186, 1 Series,2019,20875,Manual,10532,Petrol,145,44.1,1.5,-0.24740838677082905
7188, 6 Series,2017,29875,Semi-Auto,9769,Diesel,145,51.4,3.0,-0.4994762279300154
7192, X3,2015,22000,Semi-Auto,26000,Diesel,205,47.9,3.0,-1.267093880519706
7195, 3 Series,2019,29495,Semi-Auto,5326,Diesel,145,53.3,3.0,-0.9126190201054327
7196, 1 Series,2019,21875,Manual,9086,Petrol,145,41.5,1.5,-0.4094728881862348
7197, 5 Series,2019,30875,Semi-Auto,2135,Petrol,145,48.7,2.0,1.4295290293423897
7198, 1 Series,2020,28875,Semi-Auto,150,Petrol,145,42.8,1.5,-0.14901840712642772
7203, X5,2020,44875,Semi-Auto,2000,Diesel,145,36.7,3.0,-0.5048192730736616
7204, 1 Series,2019,21875,Manual,9261,Petrol,145,41.5,1.5,0.22776561408646617
7205, 1 Series,2017,15875,Manual,16000,Diesel,150,68.9,2.0,-1.0894697270168738
7206, 2 Series,2018,26875,Semi-Auto,8353,Petrol,150,32.5,3.0,-0.24099233576036125
7207, 2 Series,2019,20875,Manual,718,Petrol,150,54.3,1.5,0.05676291916802239
7208, 1 Series,2019,23875,Semi-Auto,5693,Petrol,150,40.4,1.5,0.800920467312294
7209, X3,2019,39875,Semi-Auto,8988,Diesel,150,36.7,3.0,-2.095373262890822
7211, 1 Series,2017,16185,Automatic,37834,Diesel,145,67.3,2.0,0.7425727809107159
7212, 4 Series,2017,19485,Semi-Auto,40542,Diesel,30,65.7,2.0,-0.3813696849662135
7213, X1,2018,21995,Manual,7252,Petrol,145,51.4,1.5,-0.0341526370610026
7214, 3 Series,2018,20995,Semi-Auto,47386,Diesel,145,64.2,2.0,-0.008372684869696247
7215, 2 Series,2019,22495,Semi-Auto,5633,Diesel,145,49.6,2.0,1.29282275488111
7217, 2 Series,2016,15062,Manual,19657,Diesel,20,68.9,1.5,1.5589277140710673
7218, X5,2017,32990,Automatic,23010,Diesel,145,47.1,3.0,1.964866901841266
7219, 3 Series,2019,29995,Semi-Auto,3150,Petrol,145,42.2,2.0,0.5206793852654824
7221, 1 Series,2019,20875,Manual,12845,Petrol,150,44.1,1.5,-1.8338530553485413
7222, 2 Series,2020,23985,Automatic,1968,Petrol,145,50.4,2.0,0.234223696272577
7224, 3 Series,2020,33285,Semi-Auto,4323,Diesel,145,50.4,2.0,-1.0007458613282152
7226, 2 Series,2020,26400,Semi-Auto,150,Petrol,145,42.2,1.5,1.41207587199008
7227, 2 Series,2019,21875,Semi-Auto,3995,Petrol,145,50.4,1.5,0.022499314636687927
7228, 5 Series,2017,21295,Automatic,16774,Diesel,125,62.8,2.0,0.2599041377578344
7230, 5 Series,2019,31485,Semi-Auto,3123,Diesel,150,60.1,3.0,-0.17964030983507162
7231, 3 Series,2020,34985,Semi-Auto,1987,Diesel,150,53.3,2.0,0.5071522163365904
7233, 2 Series,2019,22985,Semi-Auto,7836,Petrol,150,47.9,2.0,-0.3624456024430197
7234, Z4,2020,31895,Semi-Auto,10,Petrol,150,38.7,2.0,1.2734775593729875
7235, 2 Series,2019,22895,Semi-Auto,8319,Diesel,150,51.4,2.0,-0.4322052070573775
7237, X5,2019,52875,Semi-Auto,13,Diesel,150,37.7,3.0,-0.32763558714136315
7238, 2 Series,2020,21875,Semi-Auto,7,Petrol,150,50.4,1.5,-0.2262208097555914
7239, 1 Series,2019,21875,Manual,13252,Petrol,145,41.5,1.5,-1.0889267474859536
7241, 5 Series,2019,26875,Semi-Auto,12391,Diesel,150,62.8,2.0,-0.6968259381043034
7242, 3 Series,2018,20875,Semi-Auto,16969,Petrol,150,48.7,2.0,0.3729386254472829
7244, 3 Series,2019,34985,Automatic,2974,Diesel,145,47.9,3.0,-1.5371569348674063
7246, 2 Series,2020,25485,Semi-Auto,877,Diesel,145,64.2,2.0,0.41597953435289114
7248, 2 Series,2019,19385,Automatic,8599,Petrol,145,40.9,1.5,-0.9195813631281003
7249, X3,2019,43875,Automatic,8200,Petrol,145,34.5,3.0,-0.4751408622333299
7250, X1,2019,28875,Semi-Auto,150,Petrol,145,35.3,2.0,1.135408715071742
7251, 5 Series,2017,19875,Semi-Auto,24655,Diesel,145,68.9,2.0,1.6388347227474576
7252, 3 Series,2016,17875,Semi-Auto,27016,Hybrid,0,148.7,2.0,2.276574062010626
7253, 2 Series,2018,18475,Semi-Auto,14616,Petrol,145,50.4,1.5,1.4863183712819927
