revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
59.19,18.33,5.33,16,64,1,0,0,0,0,0,1
35.15,27,6.67,16,197,1,0,0,0,1,0,1
35.28,28.33,8,11,149,1,1,0,1,1,0,1
17.3,0,0,16,196,1,1,0,0,1,0,1
50.97,15.33,2.33,28,188,1,0,0,0,0,0,1
55.21,1.67,0,18,175,1,0,0,0,1,0,1
92.45,26.67,5.33,8,47,1,0,0,0,1,0,1
57.41,5,0,6,48,1,0,0,0,1,0,1
117.83,60.33,6,11,52,1,1,0,1,1,0,1
15,2,0.33,21,250,1,1,0,0,1,0,1
113.61,33.33,4,21,51,1,0,0,0,0,0,1
183.88,193,54.67,15,169,1,1,0,1,1,0,1
125.58,49.67,19.33,15,125,1,0,0,1,1,0,1
31.25,7,0.67,29,316,1,1,0,0,1,0,1
62.63,13,1,18,66,1,0,0,0,0,0,1
93.79,74.33,14,9,81,1,0,0,0,1,0,1
53.99,53.33,16,13,69,1,0,0,0,0,0,1
35.43,10.33,0,23,247,1,0,0,0,1,0,1
30.26,3.33,0.33,11,129,1,1,1,1,1,0,1
13.89,0,0,11,43,1,0,0,0,0,0,1
50.67,73,28.33,17,254,1,1,0,0,1,0,1
37.39,5.33,0,19,203,1,1,0,0,1,0,1
49.99,5.33,0.33,13,128,1,0,0,0,1,0,1
30.18,5.33,3.67,31,346,1,1,0,0,1,0,1
35.06,73,32.33,26,376,1,0,0,0,1,0,1
87.74,43.67,15,18,183,1,1,0,1,1,0,1
78.73,51,12.67,8,82,1,0,0,0,1,0,1
22.49,13.67,3.33,15,187,1,1,0,0,1,0,1
48.18,42,13.67,14,180,1,0,0,0,1,0,1
76.24,10.33,0.67,36,338,1,1,0,0,1,0,1
63.85,14.67,1.33,21,198,1,1,0,0,1,0,1
56.69,57.67,13.67,17,99,1,0,0,0,0,0,1
56.78,44.33,10,32,346,1,1,0,0,1,0,1
116.54,29.33,5.67,19,133,1,1,0,1,1,0,1
89.22,95,17.33,13,136,1,0,0,0,1,0,1
74.41,13.33,0.33,12,90,1,0,0,0,1,0,1
89.43,94.33,10,25,135,1,0,0,0,0,0,1
150.48,97.67,37.33,26,162,1,0,0,0,0,0,1
32.45,0,0,13,145,1,0,0,0,1,0,1
30.62,18.33,7.67,15,191,1,0,0,1,1,0,1
57.4,51,3.33,13,25,1,0,0,0,0,0,1
47.74,13.33,0.33,16,160,1,0,0,1,1,0,1
77.5,36.33,14.33,51,533,1,1,0,0,1,0,1
69.32,25,4,47,469,1,0,0,0,1,0,1
86.6,33.33,15.33,12,19,1,0,0,0,0,0,1
59.75,0.67,0,11,94,1,1,0,0,1,0,1
35.99,53.33,11,24,288,1,1,0,0,1,0,1
361.62,326.33,124.67,8,113,1,0,0,0,1,0,1
48.39,3.33,0.33,49,501,1,1,0,0,1,0,1
64.48,13.67,0.67,20,81,1,0,0,0,0,0,1
257.97,71,24.67,20,46,1,0,1,1,1,0,1
91.69,69,13.67,13,121,1,1,1,0,1,0,1
74.11,54.33,43.33,37,479,1,0,0,0,1,0,1
87.28,60,57,14,165,1,0,0,0,0,0,1
57.09,16.33,11,14,58,1,0,0,0,0,0,1
44.99,21,0,11,109,1,1,0,1,1,0,1
163.69,242.33,13,24,154,1,1,0,1,1,0,1
54.24,1,2,19,85,1,1,0,0,0,0,1
65.89,47,9,23,135,1,0,0,0,0,0,1
218.48,64,39.67,23,62,1,0,0,0,0,0,1
22.26,13.33,2,7,98,1,0,0,0,1,0,1
40.18,10,9,10,28,1,0,0,0,0,0,1
51.03,9.33,2.33,30,306,1,0,0,1,1,0,1
42.21,37.33,6.67,11,29,1,0,0,0,0,0,1
104.27,35,72.67,14,0,0,0,0,0,0,0,1
115.73,84.67,31.67,12,138,1,1,0,0,1,0,1
32.98,8,0,24,256,1,0,0,1,1,0,1
101.31,133,77.67,22,397,1,0,0,0,1,0,1
53.28,6.67,0,18,68,1,1,0,1,0,0,1
30.4,32.67,21,17,249,1,0,0,0,1,0,1
58.39,113.67,50.67,7,205,1,1,0,1,1,0,1
79.08,51,14.33,21,217,1,0,0,0,1,0,1
83.57,96.67,21.67,20,224,1,0,0,0,1,0,1
49.99,32.67,18.67,13,76,1,0,0,0,0,0,1
90.26,201.67,57.33,17,-2,0,0,0,0,0,0,1
75.99,60.33,11.67,29,192,1,0,0,0,0,0,1
10.6,0,0.67,11,43,1,0,0,0,0,0,1
99.25,39.67,4.33,23,82,1,0,0,0,0,0,1
76.84,25,4,14,12,1,0,0,0,0,0,1
96.7,24.67,0.33,12,61,1,1,0,0,1,0,1
166.59,80,23.33,7,3,1,0,0,0,1,0,1
50.44,9.33,10.67,10,122,1,1,0,1,1,0,1
110.46,59.67,11,11,68,1,1,0,1,1,0,1
33.9,0,0,17,180,1,0,0,1,1,0,1
64.78,63.67,12,12,131,1,0,0,0,1,0,1
60.19,18.33,0.33,21,91,1,0,0,0,0,0,1
50.09,68.33,20,14,89,1,0,0,0,0,0,1
39.82,9.33,6.67,13,152,1,1,0,0,1,0,1
83.03,38.67,12.67,18,175,1,0,0,0,1,0,1
33.24,16.67,9.67,23,169,1,1,0,0,0,0,1
80.68,17.67,10.33,20,191,1,0,0,0,1,0,1
41.96,4,0.33,18,182,1,1,0,1,1,0,1
50.57,30,4,35,360,1,0,0,1,1,0,1
80.91,48.67,5.67,24,218,1,0,0,0,1,0,1
44.68,82.33,21.67,13,192,1,0,1,0,1,0,1
30.28,0,0,44,463,1,1,0,1,1,0,1
40.95,99,0,24,244,1,0,0,0,1,0,1
35.05,0.33,0,32,333,1,0,0,0,1,0,1
48.82,24.33,3,13,130,1,1,0,1,1,0,1
63.77,19.33,6,19,185,1,1,0,1,1,0,1
91.34,9.67,0,17,116,1,0,0,0,1,0,1
79.49,89,44.33,20,192,1,0,0,0,0,0,1
39.98,0,0,31,317,1,1,0,0,1,0,1
101.3,32.67,2.67,24,83,1,0,0,0,0,0,1
65.29,7,4,29,178,1,1,0,0,0,0,1
75.34,93.33,48,33,445,1,0,0,0,1,0,1
62.4,40,1.67,11,90,1,0,1,1,1,0,1
77.65,17.33,0,16,120,1,0,0,0,1,0,1
98.24,41,2.67,20,147,1,0,0,0,1,0,1
46,62.67,50.67,12,164,1,1,0,0,0,0,1
232.3,208.33,25.67,15,19,1,0,0,0,1,0,1
51.36,14.67,5.33,34,351,1,1,0,1,1,0,1
44.55,6.33,0,31,311,1,1,0,1,1,0,1
120.05,34,9,30,143,1,0,0,0,0,0,1
114.31,40.67,18.67,21,188,1,1,0,0,1,0,1
13.67,0,0,10,24,1,0,0,0,0,0,1
10,0,0,11,141,1,0,0,0,1,0,1
62.43,13.67,1,14,118,1,1,0,1,1,0,1
71.19,64.33,34.67,14,108,1,0,0,0,0,0,1
61.34,75,19.33,11,41,1,0,0,0,0,0,1
100.94,11,2.67,19,30,1,0,0,0,0,0,1
10.34,55,18.33,8,165,1,1,0,0,1,0,1
41.18,22.67,1.33,11,8,1,0,0,0,0,0,1
89.15,9,4.33,23,192,1,1,0,1,1,0,1
68.17,121.67,84.33,12,344,1,1,0,0,1,0,1
140.68,42,19.67,11,58,1,1,0,0,1,0,1
85.57,21,3.33,18,38,1,0,0,0,0,0,1
64.56,139.33,66.67,15,325,1,0,0,0,1,0,1
86.34,45.33,21,27,184,1,0,0,0,0,0,1
63.01,20.33,1.33,10,76,1,1,0,0,1,0,1
24.73,26.67,0.33,11,125,1,1,0,0,1,0,1
17.29,3.33,0,19,215,1,1,0,0,1,0,1
83.13,35.33,1,13,84,1,1,1,1,1,0,1
52.44,6,0,23,218,1,0,0,0,1,0,1
167.35,64,23.33,23,61,1,0,0,0,0,0,1
104.52,7.67,0,17,99,1,1,0,0,1,0,1
88.75,21,4.33,33,295,1,0,0,0,1,0,1
78.47,35,39,26,339,1,0,0,1,1,0,1
72.13,34.33,15,13,138,1,0,1,1,1,0,1
38.24,10.67,1.33,36,269,1,0,0,0,0,0,1
100.62,81,29.67,11,28,1,0,0,0,0,0,1
50.42,3,0,24,230,1,0,0,0,1,0,1
36.66,13,2.67,11,118,1,0,0,0,1,0,1
43.92,2.67,1,11,105,1,0,0,1,1,0,1
49.99,18.33,5,15,152,1,0,0,0,1,0,1
29.99,4,0,30,314,1,1,0,1,1,0,1
82.35,83.67,42,6,33,1,0,0,0,0,0,1
55.24,147.33,23.33,16,109,1,0,0,0,0,0,1
10.49,5.67,0.67,12,150,1,1,1,1,1,0,1
30.85,26.33,6.67,12,146,1,1,1,0,1,0,1
101.22,149.33,98.67,14,267,1,1,0,0,0,0,1
10.25,13,1,20,234,1,1,0,0,1,0,1
39.25,5.67,8,13,151,1,0,0,0,1,0,1
53.72,18,6.33,32,327,1,1,0,0,1,0,1
149.2,0,0,28,162,1,0,0,0,1,0,1
40.42,9.33,2,24,245,1,1,0,0,1,0,1
30.29,22.33,0,16,167,1,0,0,0,1,0,1
50.76,3.67,2.33,17,162,1,0,0,0,1,0,1
26.03,37.67,6,12,148,1,0,0,0,1,0,1
52.28,6,1.33,28,168,1,0,0,0,0,0,1
106.55,54.33,7.33,12,64,1,0,0,0,1,0,1
48.24,22.67,2.67,39,393,1,0,0,0,1,0,1
49.99,14.33,8.33,11,118,1,1,1,1,1,0,1
64.14,17,5.33,7,52,1,0,0,0,1,0,1
89.03,14.67,6.33,13,90,1,0,0,0,1,0,1
40.4,19.67,4.33,11,116,1,0,1,0,1,0,1
70.59,119,49.33,22,231,1,0,0,0,0,0,1
45.84,82,1.67,34,340,1,1,0,1,1,0,1
58.1,0.33,0,8,52,1,1,0,0,1,0,1
39.79,38,2,14,140,1,0,0,0,1,0,1
42.88,34,6.33,14,47,1,0,0,0,0,0,1
59.99,19.33,16.67,18,204,1,0,0,0,1,0,1
61.21,25.33,0,21,183,1,1,0,0,1,0,1
106.79,52.67,9.67,11,59,1,0,0,0,1,0,1
10,1.33,0,17,197,1,1,0,1,1,0,1
51.75,19.33,3.33,24,234,1,1,0,0,1,0,1
108.33,58,24.67,12,10,1,0,0,0,0,0,1
86.5,113,34,15,196,1,0,0,0,1,0,1
36.8,15,0.33,13,127,1,0,0,0,1,0,1
55.67,33,0.67,15,128,1,1,1,0,1,0,1
35.02,28.67,0,28,283,1,1,0,1,1,0,1
28.3,16.33,3.33,10,11,1,0,0,0,0,0,1
42.77,30.33,18.33,14,185,1,1,0,0,1,0,1
57.16,25.33,13.67,14,155,1,1,0,1,1,0,1
53.25,2.33,0.33,36,244,1,0,0,0,0,0,1
116,27.33,2,13,45,1,1,0,1,1,0,1
111.81,47.33,9,19,133,1,0,0,0,1,0,1
32.25,22,10.33,33,266,1,0,0,0,0,0,1
97.56,38.33,4.67,13,73,1,1,0,1,1,0,1
47.85,88,21,11,156,1,1,0,0,1,0,1
94.12,25.67,2.67,25,92,1,0,0,0,0,0,1
35.88,13.33,2.67,30,310,1,1,0,1,1,0,1
105.45,51.33,9.33,24,-1,0,0,0,0,1,0,1
151.21,121,31,29,260,1,0,0,0,1,0,1
113.18,70.67,34.33,14,156,1,0,0,1,1,0,1
49.99,49,14.67,14,62,1,0,0,0,0,0,1
58.24,9.33,4,24,227,1,0,0,1,1,0,1
30.27,21.67,23.67,48,566,1,1,1,1,1,0,1
62.91,17.67,1.67,11,80,1,0,0,0,1,0,1
37.21,33,0,25,248,1,0,0,0,1,0,1
40.68,4.33,0.33,11,100,1,1,1,0,1,0,1
53.61,22.67,0.67,17,149,1,0,0,0,1,0,1
10.09,8.33,3.33,16,194,1,1,0,0,1,0,1
110.85,14.33,3.67,29,220,1,1,1,1,1,0,1
63.04,46.33,27.67,12,66,1,0,0,0,0,0,1
78.19,47.33,26.67,11,36,1,0,0,0,0,0,1
164.14,48.67,5.33,51,395,1,1,0,1,1,0,1
76.18,59.33,10,13,111,1,0,0,0,1,0,1
34.99,8,2,34,349,1,1,0,0,1,0,1
51.48,9,0.67,37,358,1,1,0,0,1,0,1
52.22,46,3.33,12,3,1,0,0,0,0,0,1
30.99,3.67,0,21,212,1,0,0,0,1,0,1
80.79,14.33,0,16,3,1,0,0,0,0,0,1
73.22,53.33,10.33,20,84,1,0,0,0,0,0,1
154.91,185.33,52.33,18,102,1,0,0,0,0,0,1
44.33,23.67,2.33,15,142,1,0,1,0,1,0,1
63.99,1.67,0,11,72,1,1,0,1,1,0,1
94.67,46,14.67,8,52,1,0,0,0,1,0,1
48.34,19,2,11,95,1,1,0,1,1,0,1
41.12,32.33,7,11,118,1,1,0,0,1,0,1
31.32,34.67,12,25,289,1,0,0,0,1,0,1
58.75,28.33,2.33,23,209,1,1,0,1,1,0,1
164.58,107.67,41.33,27,151,1,0,0,0,0,0,1
164.74,95.33,41,14,15,1,0,0,0,0,0,1
46.94,26.67,2,27,262,1,0,0,0,1,0,1
86.23,35,10,12,88,1,1,0,0,1,0,1
133.19,69,18.33,17,114,1,0,0,0,1,0,1
70.91,32.67,0.33,17,127,1,1,0,0,1,0,1
55.59,5.67,0,31,185,1,0,0,0,0,0,1
92.6,56.33,31.67,12,44,1,0,0,0,0,0,1
31.98,5.33,0.33,16,56,1,0,0,0,0,0,1
104.28,148,43.67,9,139,1,1,0,0,1,0,1
226.32,228,56.33,34,201,1,0,0,0,0,0,1
30.18,0,0,34,346,1,0,0,0,1,0,1
73.23,13.33,0.33,20,155,1,0,0,0,1,0,1
156.31,62.67,14,20,106,1,0,0,0,1,0,1
15.1,21.33,16.67,37,444,1,1,0,0,1,0,1
78.4,67.33,11.33,13,110,1,0,0,0,1,0,1
120.16,44,21.67,18,45,1,1,0,0,0,0,1
56.42,57,34,19,265,1,1,0,1,1,0,1
35.31,9.67,0.33,29,96,0,1,0,0,1,0,1
102.14,60,2,20,25,1,0,0,0,0,0,1
23.31,4.67,3.33,27,290,1,1,0,1,1,0,1
91.85,26.33,7,12,71,1,1,0,0,1,0,1
35.17,0.33,0,13,19,1,0,0,0,0,0,1
80.15,0,0,19,135,1,1,0,1,1,0,1
65.63,16.33,2.33,25,220,1,0,0,0,1,0,1
49.39,4,0.67,15,26,1,0,0,0,0,0,1
58.1,22.33,3,6,33,1,1,0,0,1,0,1
17.09,0.33,0,32,338,1,1,0,0,1,0,1
50.44,50.33,0,14,115,1,1,0,0,1,0,1
37.97,9,0,13,118,1,1,0,0,1,0,1
75.91,29.67,2,11,62,1,0,0,0,1,0,1
9.92,4,0,7,86,1,0,0,0,1,0,1
53.25,6.33,2.33,19,170,1,1,0,1,1,0,1
100.42,16.33,0.33,39,217,1,0,0,0,0,0,1
86.13,5,0.67,17,108,1,1,0,0,1,0,1
37.74,27,6.33,14,44,1,0,0,0,0,0,1
76.78,77,48.33,28,377,1,1,0,0,1,0,1
71.06,51,4,11,72,1,1,0,1,1,0,1
28.06,46.67,1.67,31,319,1,0,0,0,1,0,1
78.72,35,2,26,213,1,1,0,1,1,0,1
37.38,11,0.33,12,5,1,0,0,0,0,0,1
64.97,26.67,0.33,21,171,1,0,0,0,1,0,1
65.07,63,11.67,12,9,1,0,0,0,0,0,1
84.68,0,0,34,283,1,1,0,1,1,0,1
23.73,30,3.33,27,184,1,0,0,0,0,0,1
67.56,84.33,26,11,142,1,0,0,0,1,0,1
59.23,28.33,19.33,7,89,1,0,0,0,1,0,1
27.63,59,15,7,110,1,1,0,0,1,0,1
29.99,0.33,0.67,43,437,1,1,0,0,1,0,1
29.99,0,0,11,103,1,0,0,0,1,0,1
131.71,22.67,4.33,18,78,1,0,0,0,1,0,1
102.56,37.33,6.67,18,14,1,0,0,0,0,0,1
30.25,35,7.33,25,270,1,0,1,0,1,0,1
33.23,2,0.67,34,237,1,0,0,0,0,0,1
5,0,0,11,130,1,0,0,0,1,0,1
150.98,41.33,11.67,39,194,1,0,0,0,0,0,1
29.99,2,0,18,175,1,0,1,0,1,0,1
42.65,50,11.67,19,207,1,0,0,0,1,0,1
124.74,24,6.33,50,320,1,0,0,0,0,0,1
80.36,0,0,23,69,1,1,0,0,0,0,1
46.95,31,6,14,133,1,1,0,0,1,0,1
74.56,19.67,5.67,17,133,1,1,0,0,1,0,1
49.59,51.33,12.67,14,150,1,1,0,0,1,0,1
42.34,19.67,0,13,109,1,1,1,1,1,0,1
33.6,0.67,0.67,17,162,1,1,0,0,1,0,1
102.76,66.67,19.67,24,217,1,1,0,0,1,0,1
43.44,12,0.33,11,88,1,0,0,1,1,0,1
74.09,69,66,13,275,1,0,0,0,1,0,1
43,27,5.33,12,114,1,1,0,0,1,0,1
42.58,26.67,15,7,92,1,0,0,0,1,0,1
32.99,0,0,35,347,1,0,0,0,1,0,1
54.41,24.33,30,25,311,1,1,0,0,1,0,1
64.27,42.33,1.67,17,131,1,1,0,0,1,0,1
43.78,34.67,4.67,13,18,1,0,0,0,0,0,1
56.5,50.33,13.67,21,217,1,0,0,0,1,0,1
65.76,26,0,23,186,1,1,0,0,1,0,1
61.8,106.33,13.33,13,127,1,1,0,0,1,0,1
68.79,42.67,12.33,17,55,1,0,0,0,0,0,1
64.26,55.67,0,11,63,1,0,0,0,1,0,1
37.89,16,1.33,20,189,1,0,0,0,1,0,1
10.99,16.33,0,36,380,1,1,0,0,1,0,1
42.95,13.33,0,11,86,1,1,0,1,1,0,1
57.03,12,0.33,26,227,1,1,1,1,1,0,1
53.64,51.33,38.67,20,285,1,0,0,0,1,0,1
155.77,88.67,37.33,10,66,1,1,0,1,1,0,1
65.68,11,2.33,12,78,1,0,0,0,1,0,1
144.12,149.33,69.67,6,135,1,1,0,0,1,0,1
44.43,1.33,0,7,42,1,1,0,0,1,0,1
112.74,27.33,7.67,13,53,1,1,0,0,1,0,1
42.64,27.33,19.67,14,176,1,1,0,0,1,0,1
56.79,21.67,5.33,23,210,1,1,0,0,1,0,1
78.39,12.33,5,11,61,1,0,0,0,1,0,1
34.99,6,3.33,41,414,1,0,0,0,1,0,1
127.89,11,0.33,12,3,1,0,0,0,1,0,1
121.64,212.33,92.67,8,249,1,0,0,0,1,0,1
46.31,52,41,11,205,1,0,0,1,1,0,1
40.6,56,12.67,11,125,1,0,0,0,1,0,1
31.84,30,19.33,14,83,1,0,0,0,0,0,1
66.99,15.67,4,20,163,1,0,0,1,1,0,1
48.26,24,7,35,348,1,1,1,0,1,0,1
45.67,75.33,9,13,26,1,0,0,0,0,0,1
31.59,11,13.33,15,178,1,1,0,1,1,0,1
66.16,20.33,1.33,29,249,1,1,0,0,1,0,1
56.23,20,7.33,24,226,1,1,0,0,1,0,1
79.44,14,21.33,18,78,1,0,0,0,0,0,1
96.48,43.33,23,17,54,1,0,0,0,0,0,1
14.99,47,12.33,9,27,1,0,0,0,0,0,1
64.39,67.33,27.67,15,82,1,0,0,0,0,0,1
60.26,109.33,63.67,7,113,1,0,0,0,0,0,1
76.12,143,48.67,13,215,1,1,0,0,1,0,1
101.03,73.33,16.33,17,131,1,0,0,0,1,0,1
80.42,125.67,53.33,23,328,1,1,0,0,1,0,1
91.21,28.33,12,16,118,1,0,0,0,1,0,1
161.57,69.67,18.67,12,20,1,1,1,1,1,0,1
50.08,3.33,2.33,13,102,1,1,0,0,1,0,1
70.88,12.33,16.33,27,267,1,1,0,0,1,0,1
83.88,70.33,20.33,19,182,1,0,0,0,1,0,1
110.88,61.33,6.67,14,59,1,0,1,0,1,0,1
33.99,2.33,0,13,112,1,1,0,0,1,0,1
149.39,35.67,2.67,50,378,1,0,0,0,1,0,1
38.7,22,9.67,19,198,1,1,1,1,1,0,1
33.25,0,0,23,216,1,1,0,1,1,0,1
10.09,0,0,20,210,1,0,0,0,1,0,1
19,0,0,22,118,1,0,0,0,0,0,1
58.73,17.33,2.67,18,144,1,0,0,0,1,0,1
40.99,39,19,15,79,1,0,0,0,0,0,1
85.05,94.33,34.67,23,264,1,0,0,0,1,0,1
11.24,17.67,8.67,14,172,1,1,0,0,1,0,1
45.02,60.67,16.67,10,118,1,0,0,0,1,0,1
100.65,60.67,56.67,12,97,1,0,0,0,0,0,1
66.4,88.33,13,14,125,1,0,0,0,1,0,1
30,13,15,23,264,1,1,0,0,1,0,1
107.87,21.33,4,10,11,1,1,0,0,1,0,1
30.13,0,0,19,74,1,0,0,0,0,0,1
98.48,136,38.67,22,251,1,0,0,0,1,0,1
145.42,107,46.67,16,59,1,0,0,0,0,0,1
171.24,142,92.33,14,149,1,0,0,0,0,0,1
55.92,38,11.33,36,359,1,0,1,1,1,0,1
34.43,0.33,0,12,99,1,0,0,0,1,0,1
44.69,60.33,28.67,7,123,1,1,0,0,1,0,1
57.59,94,20.33,11,125,1,1,1,0,1,0,1
33.1,4.33,0.67,17,154,1,0,0,0,1,0,1
59.53,33.67,55.33,24,364,1,0,0,0,1,0,1
45.24,0,0,15,118,1,1,0,1,1,0,1
49.99,17.33,10,20,195,1,1,0,0,1,0,1
64.96,6.67,2,25,206,1,1,0,0,1,0,1
40.84,27.33,0,11,81,1,1,0,0,1,0,1
10,0,0,15,156,1,0,0,0,1,0,1
11.19,23,9,23,265,1,0,0,1,1,0,1
33.99,10,7.67,20,102,1,0,0,0,0,0,1
94.97,96,12,11,58,1,0,0,1,1,0,1
56.82,30.67,9.33,23,113,1,0,0,0,0,0,1
10.09,35.33,10,13,165,1,1,1,1,1,0,1
65.36,0,0,15,95,1,1,0,0,1,0,1
30.43,2,0,13,112,1,0,0,0,1,0,1
128.01,115.33,49.33,11,135,1,0,0,0,1,0,1
112.37,36,14.67,15,88,1,0,0,1,1,0,1
88.2,0.67,0,11,28,1,1,0,0,1,0,1
50.53,3,1.33,30,270,1,1,0,0,1,0,1
37.8,26.67,1,23,210,1,0,0,0,1,0,1
48.37,59,23.67,22,257,1,1,0,0,1,0,1
123.06,66,34.33,17,156,1,0,0,0,1,0,1
64.64,10.33,4,16,117,1,0,0,0,1,0,1
38.99,4.33,0.67,12,93,1,0,0,0,1,0,1
78.9,47.33,3,35,295,1,1,0,0,1,0,1
37.99,2.33,0,23,206,1,1,0,0,1,0,1
60.55,68,28.67,19,227,1,0,0,1,1,0,1
35.36,6.33,2,10,80,1,1,0,0,1,0,1
67.89,105.67,36,10,45,1,0,0,0,0,0,1
82.38,16.67,3.67,30,241,1,1,0,1,1,0,1
181.77,121.33,57.33,14,130,1,0,0,0,1,0,1
122.07,23.67,0.67,23,116,1,0,0,0,1,0,1
66.17,55,16.67,13,19,1,0,0,0,0,0,1
10.88,10.67,1.67,17,75,1,0,0,0,0,0,1
55.35,11,0.33,21,64,1,0,0,0,0,0,1
35.34,18,17.33,34,375,1,0,0,1,1,0,1
60.78,0.33,0.67,27,224,1,1,0,1,1,0,1
61.61,3.67,0,11,55,1,1,0,1,1,0,1
94.04,157,19.67,20,70,1,0,0,0,0,0,1
37.81,5,1,14,115,1,0,0,0,1,0,1
65.92,17.67,28.33,10,126,1,1,0,0,1,0,1
36.75,3,0,14,113,1,1,0,1,1,0,1
77.19,30.33,0.67,12,50,1,0,0,1,1,0,1
35.53,18.33,4.33,25,48,0,1,0,0,1,0,1
50.33,20,0.67,23,90,1,0,0,0,0,0,1
16.3,14.33,7.33,23,250,1,1,0,1,1,0,1
34.99,0,0,14,114,1,1,0,0,1,0,1
34.99,6.33,0.67,15,126,1,1,0,1,1,0,1
113.53,85.67,41,12,132,1,1,0,1,1,0,1
153.35,58.33,1.33,23,82,1,0,0,0,1,0,1
26.73,11,1,12,2,1,0,0,0,0,0,1
43.54,2.67,2.33,35,226,1,1,0,0,0,0,1
112.11,61.67,32.33,15,138,1,1,0,0,1,0,1
37.26,19,0,12,90,1,0,0,0,1,0,1
79.21,10.33,0,33,262,1,0,0,0,1,0,1
47.49,0,0,27,41,0,0,0,0,1,0,1
77.71,85.67,8.33,12,71,1,0,0,1,1,0,1
50.64,83.67,17,26,169,1,0,0,0,0,0,1
69.78,29.67,6.33,27,126,1,1,0,0,0,0,1
20.97,0,0,20,190,1,1,0,0,1,0,1
84.99,25,16,12,86,1,1,0,0,1,0,1
53.65,0,0.67,17,125,1,1,0,0,1,0,1
30.5,75.33,75,11,314,1,1,0,0,1,0,1
30.88,9.67,1.67,23,215,1,0,0,1,1,0,1
103.93,24,0.67,14,39,1,0,0,0,1,0,1
30,9,1.33,35,339,1,0,0,1,1,0,1
61.66,30,32,19,129,1,0,0,0,0,0,1
39.48,104,48.33,17,182,1,0,0,0,0,0,1
60.49,46,6.67,11,73,1,1,0,0,1,0,1
59.29,1.67,0,19,34,1,0,0,0,0,0,1
176.38,178.33,166.33,6,187,0,1,0,0,1,0,1
41.16,11.67,0,26,229,1,1,0,1,1,0,1
43.15,79.67,1.33,21,179,1,1,0,0,1,0,1
30.02,0,0,45,438,1,1,0,1,1,0,1
111.47,49.33,1,12,10,1,1,0,0,1,0,1
90.67,43.33,16.33,25,214,1,0,0,0,1,0,1
31.74,0,0,13,104,1,1,0,1,1,0,1
105.98,4.67,0,29,189,1,0,0,0,1,0,1
209.8,94,33.67,21,95,1,1,0,0,1,0,1
33.92,0,0,29,267,1,1,1,1,1,0,1
34.17,1.67,0.67,19,165,1,1,0,0,1,0,1
77.33,35,5.67,13,71,1,0,0,0,1,0,1
64.99,61.33,4.33,12,70,1,0,0,0,1,0,1
36.66,16,3.67,35,337,1,1,0,0,1,0,1
66.29,37.67,25.33,11,19,1,0,0,0,0,0,1
73.74,56.67,19.33,23,117,1,0,0,0,0,0,1
89.83,3.33,0,19,102,1,1,0,0,1,0,1
174.08,239,58,15,145,1,0,0,0,1,0,1
43.54,0,0.33,24,205,1,0,0,0,1,0,1
104.6,34,19,7,19,1,1,0,0,1,0,1
59.19,44.67,7.67,23,97,1,0,0,0,0,0,1
11.39,0,0,38,384,1,1,0,0,1,0,1
50.2,33.33,0.33,9,42,1,1,0,0,1,0,1
103.35,33.33,18,21,162,1,0,0,0,1,0,1
122.99,35,18.67,28,215,1,1,0,0,1,0,1
34.99,37.67,16,18,96,1,0,0,0,0,0,1
70.73,74.33,26.33,12,129,1,0,0,0,1,0,1
28.13,36.67,13,18,94,1,0,0,0,0,0,1
33.49,12.67,5.67,33,324,1,0,0,0,1,0,1
10.09,0,0,19,187,1,1,0,1,1,0,1
100.52,78.33,15.33,18,22,1,0,0,0,0,0,1
37.37,45.33,15.67,17,184,1,1,0,1,1,0,1
56.6,16,3,24,197,1,0,0,0,1,0,1
81.02,62,38.67,13,62,1,0,0,0,0,0,1
59.42,37.33,16,12,109,1,1,0,0,1,0,1
4.75,0,0,21,213,1,1,0,0,1,0,1
10.1,10.67,2.33,15,152,1,0,0,1,1,0,1
68.52,109,29.67,11,130,1,0,0,0,1,0,1
14.96,40,4.33,24,246,1,0,0,0,1,0,1
91.07,18,0,43,244,1,0,0,0,0,0,1
73.25,15.67,8.33,23,184,1,0,0,0,1,0,1
51.52,27.67,9.67,32,305,1,0,0,0,1,0,1
45.41,1.67,0,29,251,1,1,0,1,1,0,1
48.1,6.33,24.33,10,125,1,1,0,0,1,0,1
68.01,84.67,27.33,9,102,1,1,0,0,1,0,1
89.19,53,9,15,85,1,1,0,0,1,0,1
53.74,6,0,23,179,1,1,0,0,1,0,1
36.02,11.67,0.67,14,4,1,0,0,0,0,0,1
74.98,0,0,18,1,1,0,0,0,0,0,1
86.36,48.67,61,8,70,1,0,0,0,0,0,1
29.74,52,23,8,16,1,0,0,0,0,0,1
43.82,25,9,17,154,1,0,0,0,1,0,1
102.07,6,3.67,33,240,1,1,0,0,1,0,1
114.78,89.33,38.67,7,63,1,1,0,1,1,0,1
62.27,102.33,66,7,203,1,0,0,0,1,0,1
59.19,67.33,10.33,20,69,1,1,0,0,0,0,1
40.79,52.33,6.67,24,222,1,0,0,0,1,0,1
77.44,6.33,0.67,22,143,1,1,0,0,1,0,1
83.19,29,1,25,66,1,0,0,0,0,0,1
75.51,24.67,6.67,14,80,1,0,0,0,1,0,1
